SystemTime,Timestamp,NowSsceneName,PupilRadiusH,GazePointX,Hitname,HitPointX,HitPointY,HitPointZ,CameraPosX,CameraPosY,CameraPosZ,CarDirX,CarDirY,CarDirZ,CameraDirX,CameraDirY,CameraDirZ,EyeDirX,EyeDirY,EyeDirZ,HeadLocalDirX,HeadLocalDirY,HeadLocalDirZ,EyeLocalDirX,EyeLocalDirY,EyeLocalDirZ,speed,VecX,VecY,VecZ,LocalVecX,LocalVecY,LocalVecZ,Theta,Phi,r
"=""20190303162210077""","=""1551601330064020""",Testhuanghun_off,5.5828440000000015,0.4877367,mcp_road_part_02,-461.8458,-3.924637e-06,367.11199999999997,-475.6666,1.120041,367.0688,0.9999665000000001,-0.008190528,-4.665085e-05,0.9918048,0.12468010000000004,-0.02789494,3.055573,-0.2474819,0.00958252,0.02785118,0.1327989,0.9907516,-0.003171155,0.0001446125,0.9999949,1,13.82080000000002,-1.120044924637,0.04319999999995616,-0.04355870171749122,-1.120044924637,13.730622068533707,94.6634268600492,90.18176317028879,13.77629777489603
"=""20190303162210097""","=""1551601330084517""",Testhuanghun_off,5.525011,0.4877585999999999,mcp_road_part_02,-461.6696,-4.000762e-06,367.1091,-475.6595,1.1201969999999999,367.0688,0.9999655000000001,-0.008321005,-3.74479e-05,0.9918976999999999,0.1238905,-0.02811715,3.055786,-0.2445235,0.00881958,0.02808335,0.1321386,0.9908333,-0.0029132470000000003,0.00013119530000000001,0.9999958000000001,1,13.989899999999974,-1.1202010007619998,0.040300000000002,-0.04056383572396833,-1.1202010007619998,13.900773784401126,94.60723431718743,90.16719428911061,13.945895722827215
"=""20190303162210119""","=""1551601330113797""",Testhuanghun_off,5.64677,0.4877751,mcp_road_part_02,-461.7916,-3.949023e-06,367.1057,-475.649,1.1202,367.0688,0.9999683000000001,-0.007968247,-2.612792e-05,0.9918364,0.12431600000000001,-0.0283953,3.055603,-0.2468199,0.008148193,0.02837344,0.13221429999999998,0.990815,-0.002683086,0.0001207966,0.9999964,1,13.857399999999984,-1.120203949023,0.03690000000000282,-0.037020159774805286,-1.120203949023,13.767432583744553,94.65167686750978,90.15406603859412,13.812980392644729
"=""20190303162210143""","=""1551601330134293""",Testhuanghun_off,5.409204,0.48775779999999996,mcp_road_part_02,-461.707,-3.985861e-06,367.1025,-475.6338,1.1199629999999998,367.0688,0.9999771999999999,-0.006757076999999999,-7.284045999999997e-06,0.991649,0.1257394,-0.02867312,3.055634,-0.2455109,0.007415771,0.0286698,0.1324364,0.9907768,-0.002425699,0.0001060368,0.9999971,1,13.926800000000016,-1.1199669858609995,0.033700000000010284,-0.03358425520522082,-1.1199669858609995,13.837313362343187,94.62731571755712,90.13906112065257,13.882604043885195
"=""20190303162210166""","=""1551601330153813""",Testhuanghun_off,5.650728,0.4877651,mcp_road_part_02,-461.4419,-4.100119e-06,367.0996,-475.6154,1.119792,367.0689,0.9999841,-0.005673343000000001,1.517717e-05,0.9915284,0.1265878,-0.02911152,3.056061,-0.24117,0.006652831999999999,0.02913023,0.13221,0.9907935999999999,-0.0021546070000000002,8.989601000000001e-05,0.9999976999999999,1,14.173500000000047,-1.119796100119,0.030700000000024374,-0.03029577763481573,-1.119796100119,14.085578710513087,94.54541401025742,90.12323366718063,14.130052680370435
"=""20190303162210187""","=""1551601330174308""",Testhuanghun_off,5.653938,0.48774490000000004,mcp_road_part_02,-461.2856,-4.168325e-06,367.0931,-475.6011,1.1200620000000001,367.0689,0.9999808000000001,-0.006212953,2.737191e-05,0.9916497,0.1256555,-0.02901513,3.056274,-0.2388306,0.005187988,0.02904685,0.131813,0.990849,-0.0016647029999999998,6.815857e-05,0.9999985999999998,2,14.315499999999984,-1.1200661683250002,0.02420000000000755,-0.023663289983234696,-1.1200661683250002,14.22839846307388,94.5010620479399,90.09528868613995,14.272436056844754
"=""20190303162210212""","=""1551601330204566""",Testhuanghun_off,5.656178,0.4877525,mcp_road_part_02,-461.44800000000004,-4.098463e-06,367.0942,-475.5894,1.1206,367.0689,0.9999684999999999,-0.007948054,3.211821e-05,0.9918776,0.12388930000000001,-0.02882093,3.05603,-0.2418509,0.005493164,0.02885899,0.1317676,0.9908604999999999,-0.001759388,7.423035e-05,0.9999985,2,14.141399999999974,-1.1206040984630001,0.025300000000015643,-0.024690746131731486,-1.1206040984630001,14.053155408910131,94.55913400455964,90.10066593939713,14.097784936840846
"=""20190303162210233""","=""1551601330225061""",Testhuanghun_off,5.837574,0.4877442,mcp_road_part_02,-461.7599,-3.964433e-06,367.0953,-475.5778,1.120789,367.0689,0.9999617000000001,-0.008767519,3.4197929999999995e-05,0.9919681,0.123208,-0.02862524,3.055664,-0.2476002,0.005859375,0.028666000000000007,0.131899,0.9908485999999999,-0.001876614,8.168106e-05,0.9999982,1,13.817900000000007,-1.120792964433,0.026400000000023738,-0.025757974553558452,-1.120792964433,13.727586018804002,94.66757036488326,90.10750772180232,13.773287851709144
"=""20190303162210289""","=""1551601330273861""",Testhuanghun_off,5.709306,0.4876986,mcp_road_part_02,-461.8714,-3.9159410000000006e-06,367.0992,-475.5303,1.1200379999999999,367.0689,0.9999802999999999,-0.006288217,6.946205e-05,0.9916514999999999,0.1258158,-0.02824851,3.055511,-0.2498518,0.006774901999999999,0.028321699999999998,0.1320479,0.9908386,-0.002140307,8.886861999999999e-05,0.9999976999999999,1,13.658900000000017,-1.1200419159409998,0.03030000000001109,-0.02915516344757925,-1.1200419159409998,13.567671523655644,94.7191842793028,90.1231209970294,13.613855239822286
"=""20190303162210309""","=""1551601330304116""",Testhuanghun_off,5.578814,0.494633,mcp_road_part_02,-461.42199999999997,-4.107629e-06,367.1053,-475.509,1.1199780000000001,367.0689,0.9999826999999999,-0.00587716,8.861745999999999e-05,0.9916719999999999,0.1256815,-0.02812808,3.056244,-0.2426304,0.007904053000000001,0.02821938,0.1315067,0.9909136000000001,-0.002489396,9.948289e-05,0.9999969000000001,2,14.087000000000046,-1.1199821076290002,0.036400000000014636,-0.03493082814617035,-1.1199821076290002,13.998519253494955,94.57431608221586,90.14297118412819,14.043294534212157
